timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699366765258,381,login-16,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,101746,731,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,268,0,0
1699366765640,86,login-17,200,OK,jp@gc - Ultimate Thread Group 1-4,,true,,27385,751,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,86,0,0
1699366765726,79,login-18,200,OK,jp@gc - Ultimate Thread Group 1-4,,true,,27873,754,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,79,0,0
1699366765805,259,login-19,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2235,834,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-07&currentTime=14%3A18,259,0,0
1699366766064,244,login-20,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1242,761,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,244,0,0
1699366766308,251,login-21,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1352,776,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,251,0,0
1699366766559,256,login-22,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4236,750,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,256,0,0
1699366766816,234,login-24,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1125,784,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,234,0,0
1699366767051,190,login-25,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1061,802,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,190,0,0
1699366767242,252,login-26,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1492,769,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,252,0,0
1699366767495,263,login-27,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1595,771,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,263,0,0
1699366767758,278,login-29,200,OK,jp@gc - Ultimate Thread Group 1-4,bin,true,,23187,733,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,278,0,0
1699366768036,397,login-31,200,OK,jp@gc - Ultimate Thread Group 1-4,bin,true,,159560,732,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,214,0,0
1699366768434,213,login-34,200,OK,jp@gc - Ultimate Thread Group 1-4,bin,true,,21857,732,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/2,211,0,0
1699366765839,4786,login,200,,jp@gc - Ultimate Thread Group 1-3,,true,,371218,12930,3,3,null,0,0,0
1699366765840,922,login-11,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,9485,2114,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,622,0,0
1699366765840,622,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1786,1146,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,622,0,0
1699366766462,300,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,7699,968,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,300,0,0
1699366766762,266,login-13,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,7699,868,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,266,0,0
1699366767029,685,login-16,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,101739,731,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,451,0,0
1699366767715,130,login-17,200,OK,jp@gc - Ultimate Thread Group 1-3,,true,,27385,751,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,130,0,0
1699366767846,141,login-18,200,OK,jp@gc - Ultimate Thread Group 1-3,,true,,27873,754,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,141,0,0
1699366767988,235,login-19,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2235,834,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-07&currentTime=14%3A18,235,0,0
1699366768223,219,login-20,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1242,761,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,219,0,0
1699366768442,242,login-21,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1352,776,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,242,0,0
1699366768685,233,login-22,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4236,750,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,233,0,0
1699366768918,253,login-24,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1125,784,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,252,0,0
1699366769171,195,login-25,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1061,802,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,195,0,0
1699366769367,243,login-26,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1492,769,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,243,0,0
1699366769611,219,login-27,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1595,771,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,219,0,0
1699366769830,207,login-29,200,OK,jp@gc - Ultimate Thread Group 1-3,bin,true,,23187,733,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,206,0,0
1699366770037,588,login-31,200,OK,jp@gc - Ultimate Thread Group 1-3,bin,true,,159512,732,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,293,0,0
1699366769021,3530,login,200,,jp@gc - Ultimate Thread Group 1-2,,true,,188526,11458,2,2,null,0,0,0
1699366769023,848,login-11,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,9485,2107,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,582,0,0
1699366769023,582,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-2,text,true,,1786,1139,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,582,0,0
1699366769605,266,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,7699,968,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,266,0,0
1699366769872,287,login-13,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,7699,868,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,287,0,0
1699366770159,387,login-16,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,101746,731,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,257,0,0
1699366770547,77,login-17,200,OK,jp@gc - Ultimate Thread Group 1-2,,true,,27385,751,3,3,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,76,0,0
1699366770624,77,login-18,200,OK,jp@gc - Ultimate Thread Group 1-2,,true,,27873,754,2,2,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,77,0,0
1699366770701,228,login-19,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2235,834,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-07&currentTime=14%3A18,228,0,0
1699366770930,236,login-20,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1242,761,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,236,0,0
1699366771166,236,login-21,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1352,776,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,236,0,0
1699366771402,268,login-22,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,4236,750,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,268,0,0
1699366771670,233,login-24,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1125,784,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,233,0,0
1699366771903,192,login-25,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1061,802,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,192,0,0
1699366772095,234,login-26,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1492,769,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,234,0,0
1699366772329,222,login-27,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1595,771,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,222,0,0
1699366768937,5018,login,200,"Number of samples in transaction : 19, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,616476,15822,1,1,null,0,7,0
1699366768938,803,login-11,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,9485,2101,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,541,0,0
1699366768938,541,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-1,text,true,,1786,1133,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,541,0,0
1699366769479,262,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,7699,968,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,262,0,0
1699366769742,259,login-13,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,7699,868,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,259,0,0
1699366770001,375,login-16,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,101746,731,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,278,0,0
1699366770376,77,login-17,200,OK,jp@gc - Ultimate Thread Group 1-1,,true,,27385,751,3,3,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,77,0,0
1699366770454,78,login-18,200,OK,jp@gc - Ultimate Thread Group 1-1,,true,,27873,754,3,3,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,78,0,0
1699366770533,224,login-19,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2235,834,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-07&currentTime=14%3A18,224,0,0
1699366770757,243,login-20,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1242,761,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,243,0,0
1699366771001,242,login-21,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1352,776,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,242,0,0
1699366771244,228,login-22,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,4236,750,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,228,0,0
1699366771472,237,login-24,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1125,784,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,237,0,0
1699366771709,207,login-25,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1061,802,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,207,0,0
1699366771916,251,login-26,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1492,769,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,251,0,0
1699366772168,223,login-27,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1595,771,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,223,0,0
1699366772391,233,login-29,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,23187,733,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,229,0,0
1699366772624,371,login-31,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,159576,732,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,202,0,0
1699366772995,205,login-34,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,21857,732,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/2,200,0,0
1699366773200,277,login-33,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,98781,720,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/12,210,0,0
1699366773477,215,login-36,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,34051,733,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/22,215,0,0
1699366773692,270,login-35,200,OK,jp@gc - Ultimate Thread Group 1-1,bin,true,,90498,720,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/11,211,0,0
